Date,CCL,CUK,F,GM,HD,HMC,JCI,LOW,LUV,LVS,MCD,SBUX,TGT,TJX,TM,WMT
2010-12-30,39.648078000000005,40.608571999999995,14.857176,34.487375,31.273071999999996,38.904084000000005,34.579407,22.835819,12.621083,37.29637,65.32259300000001,15.101191,52.76826,21.108777,78.349998,47.981101
2010-12-31,39.812129999999996,40.678751,14.946195000000001,34.524842,31.452493,39.312134,34.543234999999996,22.918060999999998,12.630813,38.615777,65.32259300000001,14.970726999999998,52.926697,20.948325,78.629997,47.856867
2011-01-03,40.416522,41.196337,15.355679,34.712171999999995,31.67677,39.829662,35.773047,22.991164,12.883819,38.313237,65.186431,15.492582,53.490028,20.674615,79.43,48.415923
2011-01-04,40.658277000000005,42.126239,15.471402,35.498957,31.10262,39.411657,35.881559,22.442885,12.961666000000001,40.111665,63.23764499999999,15.133806,52.80346899999999,20.566075,79.860001,48.602273
2011-01-05,41.055448,42.722778999999996,15.925396,35.658184999999996,31.003940999999998,39.003607,36.713489,22.552542000000003,12.951936,40.36378,63.535499,15.073232999999998,51.879252,20.292363,80.199997,48.282813
2011-01-06,40.813691999999996,42.784187,16.219157,36.435604,30.878344,38.774702000000005,36.478379,22.049951999999998,12.805971000000001,40.03603,63.152545999999994,14.891516000000001,48.349633000000004,21.48159,81.540001,47.883487
2011-01-07,40.701446999999995,42.994729,16.263667,36.510534,30.842462,38.92399,36.496465,21.92202,12.932474000000001,41.9269,63.288709,15.273589000000001,48.455257,21.542939999999998,82.459999,47.989976
2011-01-10,40.036615999999995,42.389417,16.299274,36.117144,30.851430999999998,38.92399,36.984773,22.214436,12.942205,42.523573999999996,62.599396999999996,15.26893,48.604893,21.509906,82.769997,47.679388
2011-01-11,39.967545,42.573642,16.272569,36.295106,31.273071999999996,39.182752,36.523592,22.287539000000002,12.718392,41.347035,62.888739,15.031298999999999,48.578485,21.557097,83.379997,48.176327
2011-01-12,40.84823,43.310544,16.655347,36.173341,31.246159999999996,39.919234,36.840090000000004,22.33323,12.805971000000001,40.851206,62.633437,15.003343,48.80734,21.656198999999997,84.440002,48.673263
